,DATE,TWEET,tidy_tweets,absolute_tidy_tweets,,,,,,,
707,2020-03-13 11:17:00+00:00,Hey Lalla. It would be a shame to lose you as a customer. Please call +44 1226 261 226 (08:00-22:00 UK time) and we'll be happy to help. Thanks. ^Yuriy,Hey Lalla. It would be a shame to lose you as a customer. Please call +44 1226 261 226 (08:00-22:00 UK time) and we'll be happy to help. Thanks. ^Yuriy,Hey Lalla It would shame lose customer Please call UK time well happy help Thanks Yuriy,,,,,,,
708,2020-03-13 11:25:37+00:00,"Hey There, The funds will be available by the end of the working day, if not earlier.^Salem","Hey There, The funds will be available by the end of the working day, if not earlier.^Salem",Hey There The funds available end working day earlierSalem,,,,,,,
709,2020-03-13 11:45:28+00:00,"Hi there Mike, the travel insurance is worldwide, but due to the Covid-19 outbreak we're currently basing our coverage on the list provided by the FCO (link to their website found below). 1/3^Laura","Hi there Mike, the travel insurance is worldwide, but due to the Covid-19 outbreak we're currently basing our coverage on the list provided by the FCO (link to their website found below). 1/3^Laura",Hi Mike travel insurance worldwide due Covid outbreak currently basing coverage list provided FCO link website found Laura,,,,,,,
710,2020-03-13 11:45:41+00:00,"If the FCO advise against travel to a particular country, the insurance will not cover you for your holiday if you still decide to go. If you'd like to cancel your trip, you'll be covered for the cancellation. 2/3^Laura","If the FCO advise against travel to a particular country, the insurance will not cover you for your holiday if you still decide to go. If you'd like to cancel your trip, you'll be covered for the cancellation. 2/3^Laura",If FCO advise travel particular country insurance cover holiday still decide go If youd like cancel trip youll covered cancellation Laura,,,,,,,
711,2020-03-13 11:47:31+00:00,http://grp.hsbc/60141SiSm http://grp.hsbc/60151SiSW ^Laura,^Laura,Laura,,,,,,,
712,2020-03-13 11:55:57+00:00,"Hey there! Kindly call telephone banking on 03456 006 161, and they'll assist you further. ^Tijianne","Hey there! Kindly call telephone banking on 03456 006 161, and they'll assist you further. ^Tijianne",Hey Kindly call telephone banking theyll assist Tijianne,,,,,,,
713,2020-03-13 11:58:05+00:00,"Hey there! The number provided is to our dedicated telephone banking team, who'll be able to assist you once your call is connected. Bear in mind, there might be a hold time until you get through. ^Tijianne","Hey there! The number provided is to our dedicated telephone banking team, who'll be able to assist you once your call is connected. Bear in mind, there might be a hold time until you get through. ^Tijianne",Hey The number provided dedicated telephone banking team wholl able assist call connected Bear mind might hold time get Tijianne,,,,,,,
714,2020-03-13 12:17:00+00:00,"Hi there, at the moment we are stil reviewing our products. Anything already planned, including the interest rate inrease, will still go ahead unless we're told otherwise. ^Tijianne","Hi there, at the moment we are stil reviewing our products. Anything already planned, including the interest rate inrease, will still go ahead unless we're told otherwise. ^Tijianne",Hi moment stil reviewing products Anything already planned including interest rate inrease still go ahead unless told otherwise Tijianne,,,,,,,
715,2020-03-13 12:27:51+00:00,I just had a look into it once again Ross and it seems like the charge is £20 per person regardless if its the card holder or an additional party accompanied by the card holder ^Sam,I just had a look into it once againoss and it seems like the charge is £20 per person regardless if its the card holder or an additional party accompanied by the card holder ^Sam,I look againoss seems like charge per person regardless card holder additional party accompanied card holder Sam,,,,,,,
716,2020-03-13 12:38:00+00:00,"Hi there, thank you for the suggestion taking into condideration the circumstances, but at this point we will not be able to guarantee this. ^Laura","Hi there, thank you for the suggestion taking into condideration the circumstances, but at this point we will not be able to guarantee this. ^Laura",Hi thank suggestion taking condideration circumstances point able guarantee Laura,,,,,,,
717,2020-03-13 12:49:32+00:00,"Hi there, we base our cover on the list by the Foreign & Commonwealth Office. Any country that is on the list produced by the FCO is not covered by our insurance.1/2^Laura","Hi there, we base our cover on the list by the Foreign & Commonwealth Office. Any country that is on the list produced by the FCO is not covered by our insurance.1/2^Laura",Hi base cover list Foreign Commonwealth Office Any country list produced FCO covered insuranceLaura,,,,,,,
718,2020-03-13 12:50:20+00:00,"If a country gets added to the list after the travel has been booked, the cover still applies as long as there is the necessary evidence to prove it was booked before the update. For more details call us on 08000 517 452.2/2^Laura","If a country gets added to the list after the travel has been booked, the cover still applies as long as there is the necessary evidence to prove it was booked before the update. For more details call us on 08000 517 452.2/2^Laura",If country gets added list travel booked cover still applies long necessary evidence prove booked update For details call us Laura,,,,,,,
719,2020-03-13 13:22:09+00:00,"Hi Jack, please visit our special added page on website for COVID-19 guidance & FAQs http://grp.hsbc/60151Sc0l or call us on 0800 299399. ^MO","Hi Jack, please visit our special added page on website for COVID-19 guidance & FAQs or call us on 0800 299399. ^MO",Hi Jack please visit special added page website COVID guidance FAQs call us MO,,,,,,,
720,2020-03-13 13:31:49+00:00,"Hi, there are several reasons the card could get declined and this will be for security reason. I would kindly ask you to call us on 03457 404 404 to have this looked into further. ^Laura","Hi, there are several reasons the card could get declined and this will be for security reason. I would kindly ask you to call us on 03457 404 404 to have this looked into further. ^Laura",Hi several reasons card could get declined security reason I would kindly ask call us looked Laura,,,,,,,
721,2020-03-13 13:49:29+00:00,"Hi, Becky! To order an up to date statement, you can log on to your Online Banking, to My Banking, Documents, Statements and request a statement through the option presented. Alternatively, you can call us on 03457 404404 and agent will help you out order it. ^Mill","Hi, Becky! To order an up to date statement, you can log on to your Online Banking, to My Banking, Documents, Statements and request a statement through the option presented. Alternatively, you can call us on 03457 404404 and agent will help you out order it. ^Mill",Hi Becky To order date statement log Online Banking My Banking Documents Statements request statement option presented Alternatively call us agent help order Mill,,,,,,,
